index,address,price,fractions
0,0xFc7C0EF10907a1eD1Aea1A34642a14F8Ec2D2677,0,25
1,0x09C440E23C586bDb1905A6dbd92547453307CE92,0,25
2,0xcAEFd832536143E6c7985ca78F1e17Fd0b05c4bf,0,25
3,0x97D1b64459C565f223746CB51A9A4a2A58187D85,0,25
